session_id,user_id,city,hour,day_of_week,meal_time,user_segment,user_frequency,user_order_count,user_avg_order_value,restaurant_id,restaurant_type,cuisine_type,restaurant_rating,cart_items,cart_size,cart_value,has_main,has_side,has_drink,has_dessert,true_addon,addon_price,addon_category
11594,1832,Hyderabad,11,4,lunch,occasional,new,15,371.04,615,independent,Chinese,4.0,"Butter Chicken,Mineral Water,Gulab Jamun,Paneer Tikka",4,640,1,0,1,1,Spring Rolls,120,Starter
11595,1700,Bangalore,10,4,breakfast,premium,regular,21,320.97,585,independent,Continental,4.7,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
11596,2931,Delhi,15,4,dinner,premium,power,11,659.33,289,independent,Chinese,4.0,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
11597,2917,Hyderabad,20,3,late_night,budget,regular,2,504.31,749,chain,Mixed,4.6,Dal Makhani,1,180,1,0,0,0,Roti,30,Bread
11598,5945,Mumbai,14,4,lunch,occasional,regular,28,455.68,364,chain,Mixed,3.6,"Naan,Spring Rolls,Lassi",3,230,0,0,1,0,Hakka Noodles,190,Main
11599,5232,Hyderabad,11,6,lunch,occasional,power,7,399.84,135,independent,Indian,3.6,Chicken Fried Rice,1,210,1,0,0,0,Lassi,70,Drink
11600,1703,Bangalore,21,4,late_night,occasional,new,18,872.43,366,independent,Indian,4.4,"Dal Makhani,Gulab Jamun",2,260,1,0,0,1,Papad,25,Side
11601,4812,Delhi,23,0,late_night,budget,new,25,452.16,731,independent,Mixed,4.1,Chicken Fried Rice,1,210,1,0,0,0,Hakka Noodles,190,Main
11602,1830,Kolkata,20,5,late_night,budget,power,22,774.68,739,independent,Indian,3.9,Butter Chicken,1,320,1,0,0,0,Ice Cream,90,Dessert
11603,5970,Mumbai,16,5,dinner,occasional,regular,18,981.99,310,independent,Chinese,3.5,"Hakka Noodles,Salad,Chicken Fried Rice,Papad",4,515,1,1,0,0,Coke,50,Drink
11604,4398,Kolkata,15,2,dinner,premium,new,2,826.15,547,independent,Mixed,3.9,"Biryani,Hakka Noodles,Samosa,Salan",4,580,1,1,0,0,Fresh Lime,60,Drink
11605,3212,Kolkata,21,5,late_night,premium,regular,21,579.87,123,chain,Chinese,4.1,Dal Makhani,1,180,1,0,0,0,Naan,40,Bread
11606,1012,Delhi,18,6,dinner,premium,new,24,899.17,513,independent,Continental,4.1,Hakka Noodles,1,190,1,0,0,0,Paneer Tikka,220,Main
11607,5255,Bangalore,21,0,late_night,premium,power,23,731.24,84,chain,Mixed,4.5,"Hakka Noodles,Chicken Wings",2,370,1,0,0,0,Salan,70,Side
11608,884,Delhi,13,1,lunch,premium,power,9,351.06,619,chain,Indian,4.0,"Chicken Fried Rice,Lassi",2,280,1,0,1,0,Coke,50,Drink
11609,2030,Delhi,23,0,late_night,occasional,regular,20,814.5,146,chain,Chinese,3.8,Butter Chicken,1,320,1,0,0,0,Roti,30,Bread
11610,3676,Hyderabad,21,6,late_night,premium,new,25,376.29,551,chain,Continental,3.6,"Biryani,Mineral Water",2,300,1,0,1,0,Gulab Jamun,80,Dessert
11611,1518,Delhi,21,6,late_night,budget,regular,25,486.9,197,independent,Mixed,4.4,"Hakka Noodles,Samosa,Brownie",3,330,1,0,0,1,Gulab Jamun,80,Dessert
11612,810,Bangalore,17,2,dinner,budget,power,1,349.98,193,independent,Continental,4.2,Chicken Fried Rice,1,210,1,0,0,0,Ice Cream,90,Dessert
11613,2125,Mumbai,12,1,lunch,premium,power,21,543.23,761,chain,Mixed,3.6,"Biryani,Salan,Brownie,Paneer Tikka",4,670,1,1,0,1,Fresh Lime,60,Drink
11614,1925,Bangalore,8,4,breakfast,occasional,regular,28,783.54,111,independent,Indian,4.2,"Dal Makhani,Salad,Samosa",3,310,1,0,0,0,Roti,30,Bread
11615,3880,Mumbai,17,4,dinner,occasional,regular,27,585.25,285,chain,Mixed,4.7,"Chicken Fried Rice,Dal Makhani,Coke,Biryani",4,720,1,0,1,0,Rasgulla,70,Dessert
11616,5164,Kolkata,15,3,dinner,occasional,regular,5,467.02,390,independent,Chinese,4.1,"Biryani,Paneer Tikka,Spring Rolls",3,620,1,0,0,0,Gulab Jamun,80,Dessert
11617,1691,Delhi,16,3,dinner,premium,new,10,467.47,346,chain,Continental,4.1,Mineral Water,1,20,0,0,1,0,Butter Chicken,320,Main
11618,3753,Mumbai,9,6,breakfast,budget,new,26,620.73,309,independent,Chinese,3.5,"Chicken Fried Rice,Dal Makhani",2,390,1,0,0,0,Salad,90,Starter
11619,1024,Bangalore,19,0,dinner,budget,power,21,725.77,715,chain,Mixed,3.9,Papad,1,25,0,1,0,0,Ice Cream,90,Dessert
11620,4866,Mumbai,15,2,dinner,premium,regular,16,761.49,494,independent,Continental,4.1,Butter Chicken,1,320,1,0,0,0,Roti,30,Bread
11621,1237,Bangalore,19,6,dinner,occasional,regular,2,801.95,770,independent,Indian,4.0,Ice Cream,1,90,0,0,0,1,Fresh Lime,60,Drink
11622,331,Hyderabad,22,3,late_night,budget,new,13,919.99,569,independent,Chinese,3.7,Hakka Noodles,1,190,1,0,0,0,Spring Rolls,120,Starter
11623,3807,Hyderabad,13,2,lunch,budget,regular,6,730.98,455,independent,Chinese,3.8,"Biryani,Rasgulla,Hakka Noodles",3,540,1,0,0,1,Salan,70,Side
11624,3393,Bangalore,8,3,breakfast,occasional,regular,27,953.76,155,independent,Mixed,3.8,"Butter Chicken,Mineral Water",2,340,1,0,1,0,Naan,40,Bread
11625,4066,Mumbai,11,5,lunch,premium,power,25,284.61,753,independent,Chinese,4.7,"Papad,Gulab Jamun,Lassi,Ice Cream",4,265,0,1,1,1,Rasgulla,70,Dessert
11626,4408,Bangalore,20,4,late_night,budget,regular,19,693.79,255,independent,Chinese,4.5,"Paneer Tikka,Coke",2,270,1,0,1,0,Mineral Water,20,Drink
11627,4090,Bangalore,9,2,breakfast,premium,new,15,520.15,695,independent,Indian,4.5,"Biryani,Raita,Rasgulla,Mineral Water",4,430,1,1,1,1,Coke,50,Drink
11628,4753,Kolkata,19,2,dinner,occasional,regular,15,641.5,677,independent,Chinese,4.4,Biryani,1,280,1,0,0,0,Salan,70,Side
11629,4086,Bangalore,21,4,late_night,premium,new,23,429.18,684,chain,Continental,4.6,"Butter Chicken,Ice Cream,Samosa,Salan",4,520,1,1,0,1,Gulab Jamun,80,Dessert
11630,195,Kolkata,21,3,late_night,budget,regular,5,560.49,193,independent,Chinese,3.5,"Paneer Tikka,Hakka Noodles",2,410,1,0,0,0,Naan,40,Bread
11631,5644,Hyderabad,23,5,late_night,premium,new,29,882.21,139,chain,Continental,3.8,"Samosa,Naan,Gulab Jamun,Salad",4,250,0,0,0,1,Chicken Fried Rice,210,Main
11632,5710,Kolkata,17,0,dinner,occasional,regular,20,915.14,789,chain,Continental,4.3,Mineral Water,1,20,0,0,1,0,Biryani,280,Main
11633,3162,Delhi,15,2,dinner,premium,regular,9,870.58,313,independent,Continental,3.9,"Butter Chicken,Coke,Hakka Noodles,Naan",4,600,1,0,1,0,Raita,60,Side
11634,5745,Bangalore,12,0,lunch,occasional,new,23,691.23,505,independent,Mixed,3.9,Dal Makhani,1,180,1,0,0,0,Mineral Water,20,Drink
11635,4220,Delhi,16,4,dinner,budget,power,4,848.58,208,independent,Mixed,3.5,"Butter Chicken,Mineral Water",2,340,1,0,1,0,Raita,60,Side
11636,2463,Kolkata,20,6,late_night,occasional,power,23,716.46,662,independent,Continental,4.2,"Dal Makhani,Mineral Water,Lassi",3,270,1,0,1,0,Brownie,100,Dessert
11637,125,Delhi,19,3,dinner,premium,power,22,887.45,560,chain,Chinese,3.6,Chicken Fried Rice,1,210,1,0,0,0,Coke,50,Drink
11638,4294,Hyderabad,17,4,dinner,premium,power,20,864.35,581,independent,Continental,3.9,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
11639,2984,Kolkata,23,3,late_night,budget,regular,14,596.0,489,independent,Chinese,4.0,"Dal Makhani,Ice Cream,Spring Rolls",3,390,1,0,0,1,Butter Chicken,320,Main
11640,1668,Mumbai,13,3,lunch,premium,power,7,646.05,622,chain,Continental,3.9,"Biryani,Chicken Fried Rice,Roti,Mineral Water",4,540,1,0,1,0,Gulab Jamun,80,Dessert
11641,386,Hyderabad,17,1,dinner,budget,power,9,709.48,506,chain,Chinese,3.7,Hakka Noodles,1,190,1,0,0,0,Samosa,40,Starter
11642,4694,Hyderabad,23,2,late_night,premium,regular,6,463.23,420,independent,Mixed,4.1,"Paneer Tikka,Biryani,Hakka Noodles",3,690,1,0,0,0,Naan,40,Bread
11643,1245,Bangalore,10,4,breakfast,occasional,new,5,618.42,69,independent,Mixed,4.0,"Biryani,Salad,Raita,Mineral Water",4,450,1,1,1,0,Gulab Jamun,80,Dessert
11644,3160,Hyderabad,8,6,breakfast,premium,power,21,787.78,243,chain,Mixed,4.6,"Chicken Fried Rice,Biryani,Chicken Wings,Samosa",4,710,1,0,0,0,Coke,50,Drink
11645,3455,Hyderabad,8,6,breakfast,premium,new,13,959.84,731,independent,Chinese,3.9,"Papad,Chicken Fried Rice,Fresh Lime",3,295,1,1,1,0,Coke,50,Drink
11646,2948,Kolkata,22,0,late_night,budget,regular,4,624.07,272,independent,Indian,4.1,"Biryani,Paneer Tikka,Fresh Lime",3,560,1,0,1,0,Gulab Jamun,80,Dessert
11647,928,Hyderabad,20,5,late_night,premium,regular,3,297.55,751,chain,Chinese,4.3,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
11648,1211,Hyderabad,12,4,lunch,occasional,new,17,791.49,504,independent,Mixed,3.7,"Lassi,Salad",2,160,0,0,1,0,Hakka Noodles,190,Main
11649,3565,Kolkata,9,1,breakfast,premium,new,5,430.07,338,chain,Chinese,4.2,Butter Chicken,1,320,1,0,0,0,Spring Rolls,120,Starter
11650,3897,Delhi,8,4,breakfast,premium,new,11,696.49,382,chain,Indian,3.7,Dal Makhani,1,180,1,0,0,0,Papad,25,Side
11651,1453,Mumbai,20,6,late_night,premium,new,8,525.07,66,independent,Continental,4.6,Hakka Noodles,1,190,1,0,0,0,Roti,30,Bread
11652,4235,Mumbai,15,0,dinner,budget,new,28,374.2,407,independent,Indian,3.9,Coke,1,50,0,0,1,0,Rasgulla,70,Dessert
11653,366,Kolkata,22,2,late_night,budget,power,24,631.04,317,independent,Continental,3.6,"Paneer Tikka,Salan",2,290,1,1,0,0,Raita,60,Side
11654,5938,Delhi,16,1,dinner,occasional,new,23,280.72,798,chain,Chinese,4.7,Chicken Fried Rice,1,210,1,0,0,0,Spring Rolls,120,Starter
11655,4669,Kolkata,12,2,lunch,budget,power,21,925.72,229,chain,Mixed,4.5,"Chicken Fried Rice,Rasgulla,Fresh Lime,Coke",4,390,1,0,1,1,Raita,60,Side
11656,4828,Delhi,16,4,dinner,premium,new,6,393.65,31,chain,Indian,4.0,"Paneer Tikka,Ice Cream,Hakka Noodles",3,500,1,0,0,1,Fresh Lime,60,Drink
11657,2301,Bangalore,17,0,dinner,budget,new,12,666.84,24,chain,Chinese,4.0,"Butter Chicken,Spring Rolls,Chicken Fried Rice,Mineral Water",4,670,1,0,1,0,Biryani,280,Main
11658,3713,Bangalore,21,5,late_night,budget,new,1,608.29,165,independent,Chinese,3.6,"Paneer Tikka,Papad,Mineral Water",3,265,1,1,1,0,Naan,40,Bread
11659,2853,Mumbai,11,2,lunch,budget,new,19,514.65,325,independent,Continental,4.2,Hakka Noodles,1,190,1,0,0,0,Mineral Water,20,Drink
11660,3808,Mumbai,11,0,lunch,budget,new,22,551.81,31,independent,Indian,3.6,"Biryani,Mineral Water,Fresh Lime,Salan",4,430,1,1,1,0,Raita,60,Side
11661,3650,Delhi,23,4,late_night,premium,power,19,543.34,107,chain,Continental,4.8,"Paneer Tikka,Butter Chicken",2,540,1,0,0,0,Biryani,280,Main
11662,1137,Mumbai,18,2,dinner,premium,power,1,948.79,515,independent,Chinese,3.7,Chicken Fried Rice,1,210,1,0,0,0,Coke,50,Drink
11663,3766,Delhi,21,5,late_night,occasional,new,15,255.55,394,chain,Chinese,4.8,"Paneer Tikka,Roti",2,250,1,0,0,0,Naan,40,Bread
11664,3276,Delhi,9,4,breakfast,occasional,power,20,968.1,107,chain,Continental,4.6,"Chicken Fried Rice,Fresh Lime,Salad",3,360,1,0,1,0,Hakka Noodles,190,Main
11665,4896,Delhi,11,2,lunch,occasional,new,9,851.92,491,chain,Indian,3.7,Chicken Fried Rice,1,210,1,0,0,0,Coke,50,Drink
11666,5808,Kolkata,23,3,late_night,premium,power,2,961.53,496,chain,Continental,4.1,"Biryani,Papad",2,305,1,1,0,0,Rasgulla,70,Dessert
11667,205,Mumbai,21,1,late_night,premium,regular,22,961.9,639,independent,Mixed,3.5,"Dal Makhani,Lassi,Paneer Tikka",3,470,1,0,1,0,Roti,30,Bread
11668,5480,Mumbai,22,5,late_night,budget,new,9,567.57,455,chain,Mixed,3.6,"Butter Chicken,Gulab Jamun,Ice Cream",3,490,1,0,0,1,Raita,60,Side
11669,5963,Kolkata,9,2,breakfast,budget,new,27,243.89,353,independent,Indian,4.2,"Butter Chicken,Coke,Brownie,Biryani",4,750,1,0,1,1,Ice Cream,90,Dessert
11670,4153,Mumbai,13,6,lunch,budget,new,29,634.92,598,independent,Indian,3.7,"Chicken Fried Rice,Lassi",2,280,1,0,1,0,Coke,50,Drink
11671,3847,Bangalore,20,2,late_night,budget,power,25,393.59,522,independent,Chinese,4.3,Chicken Fried Rice,1,210,1,0,0,0,Ice Cream,90,Dessert
11672,5103,Kolkata,22,3,late_night,premium,new,4,772.83,114,chain,Mixed,3.5,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
11673,340,Kolkata,12,3,lunch,occasional,power,1,947.07,684,chain,Chinese,3.5,"Paneer Tikka,Ice Cream",2,310,1,0,0,1,Mineral Water,20,Drink
11674,4045,Mumbai,20,4,late_night,occasional,new,24,359.95,165,chain,Indian,3.6,"Chicken Fried Rice,Coke,Hakka Noodles",3,450,1,0,1,0,Samosa,40,Starter
11675,3768,Delhi,23,5,late_night,budget,power,7,773.64,394,chain,Chinese,3.8,"Ice Cream,Salad",2,180,0,0,0,1,Paneer Tikka,220,Main
11676,5983,Kolkata,15,2,dinner,premium,power,26,617.33,90,chain,Indian,4.3,"Biryani,Roti,Hakka Noodles,Raita",4,560,1,1,0,0,Paneer Tikka,220,Main
11677,3236,Delhi,18,2,dinner,occasional,new,24,757.45,145,chain,Continental,4.0,"Ice Cream,Mineral Water,Dal Makhani",3,290,1,0,1,1,Papad,25,Side
11678,2643,Delhi,8,6,breakfast,premium,regular,18,848.26,449,chain,Continental,3.9,Hakka Noodles,1,190,1,0,0,0,Raita,60,Side
11679,5140,Mumbai,13,0,lunch,occasional,new,1,703.46,528,chain,Indian,4.6,"Biryani,Lassi",2,350,1,0,1,0,Gulab Jamun,80,Dessert
11680,3045,Bangalore,14,3,lunch,occasional,new,8,635.57,515,chain,Chinese,3.7,"Butter Chicken,Dal Makhani",2,500,1,0,0,0,Raita,60,Side
11681,858,Mumbai,14,5,lunch,premium,regular,7,944.45,654,chain,Continental,4.1,"Chicken Fried Rice,Samosa,Chicken Wings",3,430,1,0,0,0,Gulab Jamun,80,Dessert
11682,2886,Delhi,14,4,lunch,premium,new,4,951.62,665,independent,Chinese,4.2,Chicken Fried Rice,1,210,1,0,0,0,Fresh Lime,60,Drink
11683,2479,Kolkata,8,3,breakfast,premium,regular,4,390.28,766,independent,Indian,3.9,Hakka Noodles,1,190,1,0,0,0,Fresh Lime,60,Drink
11684,840,Delhi,8,2,breakfast,budget,power,25,797.43,121,independent,Chinese,4.1,"Chicken Fried Rice,Papad,Brownie",3,335,1,1,0,1,Ice Cream,90,Dessert
11685,4474,Bangalore,12,6,lunch,occasional,new,23,620.87,285,independent,Indian,4.3,Biryani,1,280,1,0,0,0,Salan,70,Side
11686,4688,Mumbai,8,2,breakfast,occasional,power,2,277.37,654,chain,Chinese,3.5,"Gulab Jamun,Ice Cream",2,170,0,0,0,1,Chicken Wings,180,Starter
11687,1091,Mumbai,10,3,breakfast,premium,power,1,457.33,168,chain,Chinese,3.9,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
11688,4933,Bangalore,8,4,breakfast,premium,new,11,785.44,239,chain,Continental,4.3,"Gulab Jamun,Raita,Roti,Brownie",4,270,0,1,0,1,Mineral Water,20,Drink
11689,177,Mumbai,20,3,late_night,occasional,new,19,808.1,153,independent,Indian,4.5,"Salan,Paneer Tikka,Hakka Noodles",3,480,1,1,0,0,Naan,40,Bread
11690,1727,Bangalore,19,1,dinner,occasional,regular,26,492.59,736,chain,Mixed,4.6,"Dal Makhani,Biryani,Paneer Tikka",3,680,1,0,0,0,Roti,30,Bread
11691,1155,Hyderabad,9,5,breakfast,budget,power,16,770.8,462,chain,Mixed,4.6,"Chicken Fried Rice,Chicken Wings,Brownie,Paneer Tikka",4,710,1,0,0,1,Mineral Water,20,Drink
11692,509,Hyderabad,9,3,breakfast,premium,power,27,591.82,312,independent,Chinese,3.7,"Dal Makhani,Biryani,Raita,Spring Rolls",4,640,1,1,0,0,Rasgulla,70,Dessert
11693,5279,Delhi,15,3,dinner,budget,power,13,650.33,356,chain,Indian,4.7,"Biryani,Naan,Roti,Mineral Water",4,370,1,0,1,0,Chicken Wings,180,Starter
11694,2810,Bangalore,18,0,dinner,occasional,regular,12,789.99,162,chain,Chinese,4.3,"Chicken Fried Rice,Samosa",2,250,1,0,0,0,Fresh Lime,60,Drink
11695,4525,Mumbai,8,5,breakfast,occasional,regular,14,235.13,263,chain,Continental,3.8,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
11696,4432,Bangalore,12,3,lunch,premium,regular,25,502.68,10,chain,Indian,3.8,"Biryani,Rasgulla",2,350,1,0,0,1,Papad,25,Side
11697,976,Kolkata,10,4,breakfast,budget,power,13,977.76,757,chain,Chinese,4.5,"Paneer Tikka,Butter Chicken,Lassi,Fresh Lime",4,670,1,0,1,0,Naan,40,Bread
11698,1906,Delhi,15,0,dinner,premium,new,6,733.4,133,chain,Chinese,3.9,Naan,1,40,0,0,0,0,Butter Chicken,320,Main
11699,5891,Kolkata,20,2,late_night,premium,power,11,200.51,172,chain,Indian,3.6,"Butter Chicken,Hakka Noodles,Fresh Lime,Brownie",4,670,1,0,1,1,Rasgulla,70,Dessert
11700,2094,Delhi,16,1,dinner,occasional,power,23,701.49,657,independent,Continental,4.6,"Chicken Fried Rice,Spring Rolls",2,330,1,0,0,0,Ice Cream,90,Dessert
11701,3675,Bangalore,20,0,late_night,occasional,power,5,382.24,299,chain,Chinese,3.8,"Biryani,Gulab Jamun,Raita,Paneer Tikka",4,640,1,1,0,1,Brownie,100,Dessert
11702,4694,Bangalore,20,5,late_night,occasional,new,14,559.47,729,independent,Indian,4.8,Fresh Lime,1,60,0,0,1,0,Brownie,100,Dessert
11703,4256,Hyderabad,12,3,lunch,occasional,regular,27,755.85,23,chain,Mixed,4.3,"Hakka Noodles,Chicken Wings,Paneer Tikka,Roti",4,620,1,0,0,0,Coke,50,Drink
11704,2155,Mumbai,18,5,dinner,budget,new,24,857.87,90,chain,Chinese,4.7,"Paneer Tikka,Chicken Wings,Mineral Water",3,420,1,0,1,0,Biryani,280,Main
11705,3573,Hyderabad,23,4,late_night,budget,new,6,567.73,703,chain,Indian,4.5,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
11706,5113,Mumbai,8,1,breakfast,occasional,new,8,713.88,639,independent,Indian,3.9,Biryani,1,280,1,0,0,0,Lassi,70,Drink
11707,5545,Mumbai,20,5,late_night,budget,power,6,707.78,95,chain,Chinese,3.7,"Dal Makhani,Hakka Noodles",2,370,1,0,0,0,Samosa,40,Starter
11708,4421,Delhi,15,6,dinner,occasional,new,3,789.53,417,chain,Chinese,4.0,"Butter Chicken,Roti",2,350,1,0,0,0,Biryani,280,Main
11709,5677,Mumbai,14,6,lunch,premium,new,7,485.67,173,independent,Mixed,3.6,"Biryani,Rasgulla,Brownie",3,450,1,0,0,1,Raita,60,Side
11710,5802,Mumbai,22,5,late_night,budget,regular,1,481.33,561,independent,Mixed,4.3,"Hakka Noodles,Coke",2,240,1,0,1,0,Spring Rolls,120,Starter
11711,644,Bangalore,8,6,breakfast,occasional,new,19,947.02,42,independent,Chinese,4.4,"Salan,Brownie,Gulab Jamun,Paneer Tikka",4,470,1,1,0,1,Raita,60,Side
11712,3754,Kolkata,20,6,late_night,budget,regular,12,702.32,262,chain,Indian,4.8,"Butter Chicken,Papad",2,345,1,1,0,0,Raita,60,Side
11713,3466,Hyderabad,8,2,breakfast,occasional,power,27,881.67,782,independent,Continental,4.5,"Butter Chicken,Samosa,Rasgulla",3,430,1,0,0,1,Naan,40,Bread
11714,161,Delhi,14,5,lunch,occasional,regular,3,628.09,350,chain,Chinese,3.6,Butter Chicken,1,320,1,0,0,0,Mineral Water,20,Drink
11715,3586,Mumbai,21,5,late_night,premium,regular,11,669.45,756,chain,Continental,3.6,"Chicken Fried Rice,Mineral Water",2,230,1,0,1,0,Coke,50,Drink
11716,1690,Mumbai,16,0,dinner,occasional,power,6,601.2,502,chain,Chinese,3.6,"Paneer Tikka,Salad,Spring Rolls,Chicken Fried Rice",4,640,1,0,0,0,Raita,60,Side
11717,2027,Mumbai,8,5,breakfast,premium,regular,21,553.72,469,chain,Continental,3.8,"Chicken Fried Rice,Chicken Wings",2,390,1,0,0,0,Fresh Lime,60,Drink
11718,1464,Hyderabad,13,6,lunch,budget,regular,8,700.57,783,chain,Continental,3.8,"Butter Chicken,Mineral Water,Chicken Fried Rice",3,550,1,0,1,0,Raita,60,Side
11719,5459,Kolkata,13,4,lunch,premium,regular,26,853.12,47,independent,Chinese,4.7,"Hakka Noodles,Chicken Wings",2,370,1,0,0,0,Spring Rolls,120,Starter
11720,4791,Mumbai,16,5,dinner,premium,new,29,896.22,295,independent,Chinese,4.6,"Paneer Tikka,Chicken Fried Rice,Gulab Jamun,Raita",4,570,1,1,0,1,Papad,25,Side
11721,4434,Mumbai,16,4,dinner,budget,power,6,909.45,182,chain,Indian,4.2,"Biryani,Spring Rolls",2,400,1,0,0,0,Ice Cream,90,Dessert
11722,5773,Hyderabad,8,5,breakfast,occasional,new,21,948.64,491,chain,Indian,3.7,"Biryani,Brownie,Salan,Rasgulla",4,520,1,1,0,1,Gulab Jamun,80,Dessert
11723,5257,Bangalore,9,5,breakfast,budget,regular,23,766.93,278,chain,Indian,4.5,"Butter Chicken,Ice Cream,Fresh Lime",3,470,1,0,1,1,Raita,60,Side
11724,4003,Delhi,13,4,lunch,budget,new,21,707.47,251,chain,Continental,3.6,"Dal Makhani,Paneer Tikka,Raita,Naan",4,500,1,1,0,0,Papad,25,Side
11725,3434,Kolkata,17,0,dinner,occasional,new,15,269.17,313,chain,Chinese,4.6,"Hakka Noodles,Gulab Jamun,Raita",3,330,1,1,0,1,Spring Rolls,120,Starter
11726,2419,Delhi,9,4,breakfast,premium,new,18,658.51,141,independent,Indian,3.5,"Chicken Fried Rice,Brownie,Samosa",3,350,1,0,0,1,Coke,50,Drink
11727,5253,Kolkata,15,3,dinner,occasional,new,9,266.28,646,independent,Continental,4.1,"Chicken Fried Rice,Spring Rolls,Papad",3,355,1,1,0,0,Lassi,70,Drink
11728,1191,Delhi,17,1,dinner,occasional,power,17,319.0,62,independent,Mixed,4.7,"Hakka Noodles,Ice Cream,Mineral Water,Butter Chicken",4,620,1,0,1,1,Rasgulla,70,Dessert
11729,1866,Bangalore,14,0,lunch,premium,regular,21,514.15,57,chain,Indian,3.7,"Butter Chicken,Chicken Wings",2,500,1,0,0,0,Roti,30,Bread
11730,3251,Bangalore,21,4,late_night,occasional,power,27,916.86,297,chain,Indian,4.1,"Dal Makhani,Papad,Raita",3,265,1,1,0,0,Roti,30,Bread
11731,5725,Bangalore,15,4,dinner,premium,new,23,886.13,360,chain,Chinese,3.8,"Mineral Water,Chicken Fried Rice,Hakka Noodles,Raita",4,480,1,1,1,0,Coke,50,Drink
11732,5877,Kolkata,21,1,late_night,occasional,regular,14,904.54,722,independent,Continental,4.4,"Chicken Fried Rice,Ice Cream",2,300,1,0,0,1,Chicken Wings,180,Starter
11733,1894,Hyderabad,18,6,dinner,premium,regular,12,809.56,315,chain,Continental,4.3,"Dal Makhani,Papad",2,205,1,1,0,0,Roti,30,Bread
11734,1472,Delhi,13,3,lunch,budget,new,5,450.6,367,chain,Continental,4.7,Spring Rolls,1,120,0,0,0,0,Ice Cream,90,Dessert
11735,712,Kolkata,12,5,lunch,budget,regular,4,375.26,181,independent,Indian,3.8,"Spring Rolls,Dal Makhani,Coke,Salad",4,440,1,0,1,0,Butter Chicken,320,Main
11736,2,Mumbai,11,0,lunch,budget,new,5,503.64,161,independent,Indian,4.6,"Samosa,Butter Chicken,Hakka Noodles,Biryani",4,830,1,0,0,0,Raita,60,Side
11737,1794,Bangalore,16,0,dinner,occasional,regular,9,950.6,106,chain,Indian,4.6,"Biryani,Dal Makhani,Paneer Tikka,Naan",4,720,1,0,0,0,Rasgulla,70,Dessert
11738,288,Delhi,23,1,late_night,occasional,new,14,204.58,245,chain,Mixed,4.4,Dal Makhani,1,180,1,0,0,0,Butter Chicken,320,Main
11739,2576,Kolkata,22,3,late_night,budget,power,22,334.77,63,chain,Mixed,4.4,"Paneer Tikka,Fresh Lime",2,280,1,0,1,0,Naan,40,Bread
11740,2480,Mumbai,13,4,lunch,premium,regular,2,436.55,576,chain,Continental,3.6,"Butter Chicken,Raita",2,380,1,1,0,0,Naan,40,Bread
11741,4197,Delhi,21,0,late_night,budget,regular,17,660.08,561,independent,Continental,3.8,Biryani,1,280,1,0,0,0,Salan,70,Side
11742,5729,Delhi,11,5,lunch,budget,regular,1,325.39,710,chain,Continental,3.8,"Hakka Noodles,Coke,Lassi,Gulab Jamun",4,390,1,0,1,1,Papad,25,Side
11743,1321,Mumbai,12,4,lunch,occasional,regular,25,749.69,785,chain,Chinese,4.0,"Butter Chicken,Naan,Roti",3,390,1,0,0,0,Chicken Fried Rice,210,Main
11744,3722,Hyderabad,8,3,breakfast,premium,regular,27,466.89,188,chain,Chinese,3.8,"Fresh Lime,Rasgulla,Salan",3,200,0,1,1,1,Butter Chicken,320,Main
11745,2645,Kolkata,10,2,breakfast,budget,power,17,403.22,622,chain,Chinese,4.2,"Biryani,Naan",2,320,1,0,0,0,Fresh Lime,60,Drink
11746,3330,Hyderabad,21,4,late_night,occasional,regular,15,973.28,28,independent,Continental,4.6,"Hakka Noodles,Ice Cream",2,280,1,0,0,1,Spring Rolls,120,Starter
11747,1626,Hyderabad,16,6,dinner,budget,regular,17,537.46,687,chain,Continental,3.8,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
11748,5315,Delhi,15,2,dinner,occasional,power,2,925.71,602,chain,Indian,3.8,"Hakka Noodles,Samosa",2,230,1,0,0,0,Coke,50,Drink
11749,1196,Mumbai,15,5,dinner,occasional,power,27,946.97,410,independent,Continental,4.6,"Chicken Fried Rice,Papad",2,235,1,1,0,0,Salad,90,Starter
11750,2304,Kolkata,16,1,dinner,premium,regular,4,302.39,253,chain,Mixed,4.2,"Butter Chicken,Roti",2,350,1,0,0,0,Coke,50,Drink
11751,4292,Kolkata,16,2,dinner,occasional,regular,26,533.3,757,chain,Continental,4.7,"Hakka Noodles,Samosa,Coke,Rasgulla",4,350,1,0,1,1,Brownie,100,Dessert
11752,5250,Mumbai,19,0,dinner,occasional,power,15,501.49,790,chain,Continental,4.5,"Paneer Tikka,Fresh Lime",2,280,1,0,1,0,Naan,40,Bread
11753,4358,Kolkata,20,0,late_night,premium,regular,13,498.48,514,independent,Indian,4.3,"Hakka Noodles,Samosa,Rasgulla",3,300,1,0,0,1,Coke,50,Drink
